	Part of Speech	main_word	main_word_id	main_word_GLOSS	2nd_word	2nd_word_id	2nd_word_GLOSS	3rd_word	3rd_word_id	3rd_word_GLOSS	ready?	who_collected	comment	lexeme_id	Gender	Attributive	Orthography	Lexical entry	No stress	Glossing label	comment_to_appear	meaning_1	meaning_1_rus	diathesis_1	example_1	example_1_cyr	example_1_rus	meaning_2	meaning_2_rus	diathesis_2	example_2	example_2_cyr	example_2_rus	meaning_3	meaning_3_rus	diathesis_3	example_3	example_3_cyr	example_3_rus	meaning_4	meaning_4_rus	diathesis_4	example_4	example_4_cyr	example_4_rus	who_compiled	elicited_day	elicited_month	elicited_year	updated_day	updated_month	updated_year	filename	speaker_name	gender	year_of_birth	lexcauc_id	swadesh_id	j/h	PFV.3	IPFV.3	INF.3	IMP.3	PROH.3	HPL/APL	Co-verbal form	Adverbial form	Lexical Entry
495	noun										1.0	NB		n490	3	sükéšad	суьркеш	sürkéš	sürkeš	wild_leek		wild leek	черемша		izdɨ ɢarijera sürčeš jaʁmɨš awɨra	изды къарийера суьрчеш йагъмыш авыра	Жена собрала черемшу																			KF											669											
496	noun										1.0	NB		n491	3	sütléd	суьтуьл	sütǘl	sütǘl	wallpost		wallpost	столб опорный		ǯarda ʁane wiʔi sütlümɨr	джарда гъане виъи суьтлуьмыр	Крыша стоит на столбах																			KF											593											
497	noun										1.0	NB		n492	3	sɨwád	сыв	sɨw	sɨw	mountain		mountain	гора		zɨ sɨwa hɨxɨra dawar hɨxas	зы сыва гьыхьыра давар гьыхьас	Я поднялся в гору пасти коров	summer pasture	летнее пастбище		dawarar sigːɨra χaijid sɨwaː	даварар сигːыра хаийид сываа	Скот отправили на летнее пастбище													KF											6											
190	verb										1.0	NB		v166			сывхыӀр	sɨ́wχɨˤr	sɨwχɨˤr	DOWN-beat		press, throw	нажать		tʼɨli sɨˤwχɨˤra knopkaje ; zad sɨˤχɨˤra us	тӀыли сыӀвхыӀра кнопкайе ; зад сыӀхыӀра ус	Он пальцем нажал на кнопку ; Я поставил стойку	crush	раздавить		χug luwkur, paxʷalɨ sɨˤwχɨˤra	хуг лувкур, пахьвалы сыӀвхыӀра	Дерево упало, раздавило гриб	throw smth	бросить		hanɨw dahar sɨˤwɨˤrχɨˤra mɨrij	гьаныв дагьар сыӀвыӀрхыӀра мырий	Кидает камень в реку																					sɨ́wχɨˤr	sɨwɨ́rχˤara ~ sɨwɨrχˤɨra	sɨ́wχˤas	sɨ́ˤwχa	sɨmáˤwrɨχ	-			
191	verb										1.0	NB		v165			сывыӀркьыр	sɨwɨ́ˤrqʼɨr	sɨwɨˤrqʼɨr	PV-curdle		curdle (intr.)	свертываться (о молоке)		čʼabɨled nek qʼɨb sɨwɨˤqʼara	чӀабылед нек кьыб сывыӀкьара	Баранье молоко свернулось																																	sɨwɨ́ˤrqʼɨr	sɨwɨ́rqʼaˤra	sɨwɨ́ˤrqʼaˤs	sɨwɨ́ˤrqʼa	sɨmɨ́ˤwrɨqʼ	-			
498	noun										1.0	NB		n493	3	sɨkʼlíd	сыкӀыл	sɨkʼɨ́l	sɨkʼɨl	rye		rye	рожь		hijsanaši jaʁmišaʔara sɨkʼɨl	гьийсанаши йагъмишаъара сыкӀыл	Все собирают рожь																			KF											634											
499	noun										2.0	NB		n494	3	sɨrɨ́d	сыл	sɨl	sɨl	tombstone		tombstone	могильный камень		isan iqʼir kiχira sɨrɨkda mas gijira kiwχɨra sɨl	исан икьир кихира сырыкда мас гийира кивхыра сыл	Человек умер, я похоронил, стену сделал и поставил могильный камень																			KF											394											
98	adjective										1.0	KF		a94			сылды	sɨldɨ	sɨldɨ	light.adj		light	лёгкий		sɨldɨ šala	сылды шала	Лёгкая вязанка																											Nazile												sɨla	sɨlana	
500	noun										1.0	NB		n495	4	sɨníd	сын	sɨn	sɨn	barberry		barberry	барбарис		hanɨw raʁɨra sɨnɨjid xed	гьаныв рагъыра сыныйид хьед	Она пила барбарисовый сок																			KF											664											
501	noun										2.0	NB		n496	4	sɨrɨ́d	сыр	sɨr	sɨr	grave		grave	могила		hijsanara gijira sɨrikda mas	гьийсанара гийира сырикда мас	Он выкопал могилу																			KF											393											
502	noun										1.0	NB	bembeg	n497	3	sɨrsɨ́rad	сырсыр	sɨrsɨ́r	sɨrsɨr	hoarfrost		hoarfrost	иней		sɨrsɨr wɨrɨχɨra qʼɨnne	сырсыр вырыхыра кьынне	Иней выпал зимой																			KF											44											
503	noun										1.0	NB	dagulčej, sɨrɨχdɨ χɨl - вор	n498	1	sɨrɨχčejid	сырыхчей	sɨrɨ́χčej	sɨrɨχčej	thief		thief	вор		zad sɨrɨχčej χala ʁaʔ eqɨjgɨra	зад сырыхчей хала гъаъ ехъыйгыра	Я выгнал вора из дома																			KF											1120											
504	noun										1.0	NB		n499	3	sɨrɨ́cʼaled	сырыцӀал	sɨrɨ́cʼal	sɨrɨcʼal	marten		marten	куница		sɨrɨcʼalera dagul haʔara kʼɐtʼer	сырыцӀалера дагул гьаъара кӀа̂тӀер	Куница ворует куриц																			KF											199											
505	noun										1.0	NB		n500	4	sɨsɨ́d	сыс	sɨs	sɨs	tooth		tooth	зуб		zirdɨ eke sɨlabɨr a ; ʁʷabád sɨs	зирды еке сылабыр а ; гъваба́д сыс	У коровы большие зубы ; Коренной зуб (моляр)																			KF											301											
506	noun										2.0	NB	тюк соломы, ровесник ; пЕРЕВо̂Д предложения перепроверять! Не было написано перевода, я перевела по тому, что было написано -- может быть неправильно	n501	4	tajéd	тай	taj	taj	pair		pair	пара					bale (of hay)	кипа, тюк (сена)		tajekla ʁur keʁijtʼira	тайекла гъур кегъийтӀира	Из тюка соломы выбрали засохшие стебли													KF											938											
507	noun										1.0	NB	большая куча травы, раньше собирали	n502	3	tajíjed	тайе	tajé	taje	large_stack		large stack	стог большой		mi tajiekla šala wɨʔɨra	ми тайиекла шала выъыра	Из этой кучи собрала себе ношу																			KF											142											
99	noun, adjective										1.0	TM	эрг ; tambal-ara	a116			тамбал(ды)	tambál(dɨ)	tambal(dɨ)	lazy		lazy	лентяй		tambaldɨ ɢari ; tambal edemi ; tambalas gʷalaχ waʔas hɨgardiš	тамбалды къари ; тамбал едеми ; тамбалас гвалах ваъас гьыгардиш	Ленивая женщина ; Ленивый человек ; Ленивый работать не хочет																			TM	15.0	8.0	2023.0					Nazile												tambal	tambalana	
100	adjective										1.0	TM		a96			тамызды	tamɨ́zdɨ	tamɨzdɨ	clean		clean	чистый		wɨdɨ χɨlab tamɨz jiʔima? ; tamɨzana χaqʼa uː ʁad walɨgmar	выды хылаб тамыз йиъима? ; тамызана хакьа уу гъад валыгмар	У тебя руки чистые? ; [Ребенку, выходящему на улицу:] одежду, на тебе надетую, чистой держи, не пачкай																			TM	15.0	8.0	2023.0					Nazile												tamɨz	tamɨzana	
101	adjective										1.0	TM		a97			танцӀыд	táncʼɨd	tancʼɨd	crazy2		crazy, mad	сумасшедший, бешеный		ixʲdɨ tɨla tancʼa wišira ; tin edemi tancʼɨd jiʔi	ихьʼды тыла танцӀа вишира ; тин едеми танцӀыд йиъи	Наша собака взбесилась ; Этот мужчина сумасшедший																			TM	15.0	8.0	2023.0					Nazile												tancʼa	tancʼana	
508	noun										2.0	NB	крот? Крыс нет dapdápaj qʼuˤl - крыса	n503	NO DATA	taptápajed	таптапай	taptápaj	taptapaj	rat		rat	крыса		idzdɨ učastoka qʼɨxʲdɨ taptapajmaše wiʔilera kʼartʼuška	идзды участока кьыхьʼды таптапаймаше виъилера кӀартӀушка	Большие крысы поели картошку у меня на участке																			KF																						
102	noun, adjective										1.0	TM	эрг ; taχsirkar-ara	a112			тахсиркар(ды)	taχsirkár(dɨ)	taχsirkar(dɨ)	guilty		guilty	виновный		taχsirkar(dɨ) gada ; taχsirkardɨ edemi ; taχsirkarakʷan malɨg	тахсиркар(ды) гада ; тахсиркарды едеми ; тахсиркаракван малыг	Виновный парень ; Виновный человек ; С виновным не разговаривай																			TM	15.0	8.0	2023.0					Nazile												NO DATA	NO DATA	
170	complex verb	wišír	v202	become	taˤǯib		taˤǯib				1.0	TM	*делать	cv178			таӀджиб вишир		taˤǯib wišir	taˤǯib become		be surprised	удивиться	abs, pp/s	zɨ taˤǯib hišir mid šuwna hišir ijden ; mi gadija uː zɨ taˤǯib hišir	зы таӀджиб гьишир мид шувна гьишир ийден ; ми гадийа уу зы таӀджиб гьишир	Я удивился, как это получилось ; На этого парня я удивился (например он что-то неожиданное сделал)																			TM	10.0	8	2023.0					Aga														taˤǯíb wišir
171	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	taˤǯib		taˤǯib				1.0	TM	племянник сказал, а̂га не одобрил	cv179			таӀджиб выъыр		taˤǯib wɨʔɨr	taˤǯib do		surprise	удивить	erg, abs	mi gadijera zɨ taˤǯib hɨʔɨr	ми гадийера зы таӀджиб гьыъыр	Этот парень меня удивил																			TM	10.0	8	2023.0					Aga														taˤǯíb wɨʔɨr
103	adjective										1.0	TM		a98			текды	tekdɨ	tekdɨ	single		single, only	единственный		habišdɨ χala tekdɨ sa χɨnɨx a	гьабишды хала текды са хыныхь а	У них один единственный ребенок в семье	alone	одинокий		zɨ tekana dama hɨxɨr	зы текана дама гьыхьыр	Я в одиночку пошел в лес													TM	15.0	8.0	2023.0					Nazile												tek	tekana	
509	noun										1.0	NB	устар	n504	3	telebejed	телебе	telebe	telebe	pupil		pupil	ученик		mihʲtab telebeješe qʼɨle waʔara	мигьʼтаб телебейеше кьыле ваъара	В школе ученики учатся																			KF																						
172	complex verb	hɨwɨ́r	v39	give	terbijet		terbijet				1.0	TM		cv180			тербийет гьывыр		terbijet hɨwɨr	terbijet give		bring up, raise	воспитывать	erg, dat	zad was terbijet hɨwɨr	зад вас тербийет гьывыр	Я тебя воспитал																			TM	16.0	8	2023.0					Nazile														terbíjet hɨwɨr
510	noun										1.0	NB		n505	4	tikíjid	тике	tiké	tike	piece		piece	кусок		hanɨwa sa tike jikla buterbrod wɨʔɨra	гьаныва са тике йикла бутерброд выъыра	Он сделал бутерброд из одного куска хлеба																			KF											936											
511	noun										1.0	NB		n506	3	tifangad	тифанг	tifáng	tifang	gun		gun	ружье		owčijira tifang sɨwχɨˤra	овчийира тифанг сывхыӀра	Охотник выстрелил из ружья																			KF											1109											
512	noun										1.0	NB		n507	4	tujid	ту ~ туъ	tu ~ tuʔ	tu ~ tuʔ	spit.n		spit (noun)	плевок		hanowa masalɨ tu lejira	гьанова масалы ту лейира	Он плюнул в стену																			KF																						
513	noun										1.0	NB		n508	4	tuzád ~ tuzɨ́jid	туз	tuz	tuz	dust		dust	пыль		hajmijek tuz bala ki	гьаймийек туз бала ки	На ковре много пыли																			KF											3											
514	noun										1.0	NB	зерна, картогшка, фасоль для посева ; барашка оставляем, на следуюий год чтобы ягнята были ; рожь пшено ячьмень	n509	3	tumójid	тум	tum	tum	seed		seed for sowing	зерно, семя для посева, севок		tum lewira ; wezɨd tumɨjekla wišid kʼartuška wiʔi	тум левира ; везыд тумыйекла вишид кӀартушка виъи	Семя посадили ; Посадили семя, выросла картошка																			KF																						
515	noun										1.0	NB		n510	3	tupójed	туп	tup	tup	wheel		wheel	колесо		mašɨnaχda juχub tup gine wiʔi ; motor tupojmɨd jiqʼɨ ra	машынахда йухуб туп гине виъи ; мотор тупоймыд йикьы ра	Машина на четырех колесах ; Мотор находится между колесами	ball	мяч		χanimeše tup kiwi qʼawɨʔɨr ʁulik	ханимеше туп киви кьавыъыр гъулик	Дети попали мячом в окно													KF											796											
516	noun										1.0	NB	сетка turójed perda = сетчатые занавески	n511	4	turójed	тур	tur	tur	net		net	сетка		turójed parčejikla perda wɨʔɨra	туро́йед парчейикла перда выъыра	Из ткани в сеточку сделали занавеску																			KF											1111											
517	noun										1.0	NB		n512	3	tuχúmdid	тухум	túχum	tuχum	clan		clan	тухум (род, клан)		wɨ hildɨ tuχumakla dɨʔi	вы гьилды тухумакла дыъи	Меня спросили из какого я тухума																			KF											119											
518	noun										2.0	NB	tuχúmbɨr ; тум пшеница рожь ячмень картошка, фасоль,  тухумбыр говорят взрослые, огуречный тухум, морковь, чтобы посадить, дыня	n513	3	NO DATA	тухумбыр	tuχumbɨr	tuχumbɨr	seeds		seeds (mass)	семена (собир.)		ɢuʁumad jikʼʲbɨr satɨra tuχumas	къугъумад йикӀʼбыр сатыра тухумас	Семена дыни оставили на семена																			KF											616											
173	complex verb	léwir	v89	UP-let	tu ~ tuʔ	n507	spit.n				1.0	TM		cv181			туъ лейир (4)		tuʔ lejir (4)	spit.n UP-let		spit	плевать	erg, sup-ess	ti edemijera gitɨrɨ tuʔ lejiw ; dewejera edemija tuʔ lejir	ти едемийера гитыры туъ лейив ; девейера едемийа туъ лейир	Этот мужик на кошку плюнул ; Верблюд на человека плюнул																			TM	11.0	8	2023.0					Nurula														tuʔ lejir (4)
519	noun										1.0	NB	белая на мышей охотится ; у кого дома тюк мышей не бывает ; ласка? На белочку похожа с дллинным зхвостом маленькая	n514	3	tükǘrdɨ	туькʼ	tükʲ	tükʲ	weasel		little weasel	ласка (животное)		tükürɨra ~ tüküra qʼuler liʔira	туькуьрыра ~ туькуьра кьулер лиъира	Ласка съела всех мышей																			KF											197											
520	noun										1.0	NB		n515	3	tɨlɨ́jed	тыла	tɨlá	tɨla	dog		dog	собака		tɨlɨjjera tʼatʼal jitʼqʼɨra	тылыййера тӀатӀал йитӀкьыра	Собака принесла палку																			KF											191											
521	noun										2.0	NB		n516	3	tʼakárdɨ	тӀак	tʼak	tʼak	basket		basket	корзина		tʼak ʁani wiʔi masawɨl ʔul	тӀак гъани виъи масавыл ъул	На стене висит корзина																			KF											746											
522	noun										1.0	NB		n517	3	tʼánkʼad	тӀанкӀ	tʼankʼ	tʼankʼ	water_drop		drop of water	капля		čardaχa lasaʔ tʼankʼbɨr aˤʁura	чардаха ласаъ тӀанкӀбыр аӀгъура	С крыши падали капли																			KF											760											
523	noun										1.0	NB		n518	4	tʼarilkʼid	тӀарилкӀа	tʼarílkʼa	tʼarilkʼa	plate		plate	тарелка		tʼarilkʼiɐje ʔara nisʲaʔa	тӀарилкӀиа̂йе ъара нисʼаъа	На тарелке лежал сыр																			KF											451											
524	noun										1.0	NB		n519	4	tʼátʼaled	тӀатӀал	tʼátʼal	tʼatʼal	stick		stick	палка		zad tɨlɐjeχda tʼatʼal gerɨdxura	зад тыла̂йехда тӀатӀал герыдхьура	Я бросил палку собаке																			KF											657											
525	noun										1.0	NB		n520	3	tʼebébeled	тӀебебел	tʼebébel	tʼebebel	butterfly		butterfly	бабочка		balana tʼebebelbɨr lɨjčira išʁɨ	балана тӀебебелбыр лыйчира ишгъы	Много бабочек прилетело на свет																			KF											230											
526	noun										1.0	NB		n521	3	tʼebúrʁʷaned	тӀебургъван	tʼebúrʁʷan	tʼeburʁʷan	spinning_top		spinning top	юла		izdɨ tʼeburʁʷan dirina wuʁurʁara	изды тӀебургъван дирина вугъургъара	Моя юла крутится быстрее всех																			KF											582											
527	noun										1.0	NB		n522	3	tʼéxid	тӀехьʼ	tʼexʲ	tʼexʲ	ewe		ewe	овцематка		ttʼexira balana dele rɨʔɨra	ттӀехьира балана деле рыъыра	Овца родила много ягнят																			KF											152											
528	noun										1.0	NB		n523	3	tʼiwílqʼajed	тӀивилкьай	tʼiwílqʼaj	tʼiwilqʼaj	snail		snail	улитка		huʁlala qʼuʔ tʼiwilqʼajmar jitqɨra	гьугълала кьуъ тӀивилкьаймар йитхъыра	Из-за дождя появились мелкие улитки																			KF											232											
529	noun										1.0	NB		n524	3	tʼɨlíjed	тӀили	tʼilí	tʼili	finger		finger	палец		iszdɨ did dɨχda χuˤlʲaˤχdɨˤ tʼiliki	исзды дид дыхда хуӀлʼаӀхдыӀ тӀилики	У моего отца были длинные пальцы																			KF											320											
530	noun										1.0	NB		n525	3	tʼílijed	тӀили	tʼíli	tʼili	leaf		leaf	лист		kalʲama tʼɨlijmara kumagɨ hɨlcʼara jedːad ǯigɨjiz	калʼама тӀылиймара кумагы гьылцӀара йедːад джигыйиз	Листья капусты помогают от болезни																			KF											643											
531	noun										1.0	NB		n526	3	tʼilíjaːdid	тӀилийады	tʼilíjadɨ	tʼilijadɨ	ring		ring	кольцо		me tʼilijaːdɨ ʔabgʷɨra izdɨ nindɨ	ме тӀилийаады ъабгвыра изды нинды	Это кольцо досталось мне от матери																			KF											542											
532	noun										1.0	NB		n527	3	tʼitʼíd	тӀитӀ	tʼitʼ	tʼitʼ	breast		breast	грудь женская		hanuwa haˤmmišid tʼitʼ kiwɨlcʼara	гьанува гьаӀммишид тӀитӀ кивылцӀара	Она всегда кормила грудью	nipple	сосок																	KF											335											
192	verb										1.0	NB		v174			тӀоӀвхуӀр	tʼóˤwχuˤr	tʼoˤwχuˤr	PV-swell		swell	опухать		zad tʼili χaˤǯibʁɨraj hamɨ tʼili tʼoˤwχuˤra	зад тӀили хаӀджибгъырай гьамы тӀили тӀоӀвхуӀра	Я прищемил палец, и теперь мой палец опухший																																	tʼóˤwχuˤr	tʼoˤwɨrχaˤra	tʼoˤwχas	tʼóˤwχaˤ	tʼamáˤwrɨχ	tʼaˤdχɨˤra / tʼaˤlʲχɨˤra			
193	verb										1.0	NB		v177			тӀубкьур	tʼúbqʼur	tʼubqʼur	PV-burst		burst	лопнуть		χaˤdaˤχuˤl tʼupqʼur	хаӀдаӀхуӀл тӀупкьур	Мозоль лопнула	blow	взорваться		gazad balon tʼupqʼasɨ ; χal tʼutqʼur	газад балон тӀупкьасы ; хал тӀуткьур	Балон газа взорвался ; Дом взорвался																											tʼúbqʼur	tʼúwulqʼara	tʼuwúpqʼas	tʼúpqʼa	tʼumárwuqʼ	tʼütqʼɨra / tʼülqʼera			
194	verb										2.0	NB	у НР есть tʼukkʷas записанное в ӀNF ; 3	v175			тӀукур (4)	tʼúkur (4)	tʼukur (4)	PV-spin		spin	прясть		zad dɨn tʼukːur tʼɨpčʼikan	зад дын тӀукːур тӀыпчӀикан	Я из шерсти плела на прялке																																	tʼúkur (4)	tʼúrukara ~ tʼúrkara (4)	tʼúkas (4)	tʼúka (4)	tʼumáruk (4)	-			
533	noun										1.0	AA		n528	3	tʼulurdɨ	тӀул	tʼul	tʼul	rod		rod	прут, палка		tʼulujikla čapar hɨʔɨra	тӀулуйикла чапар гьыъыра	Из палок делают забор																			KF	13.0	8	2023.0					Лейла														
534	noun										1.0	AA		n529	3	tʼurôjid	тӀур	tʼur	tʼur	bud		bud (on tree)	почка (на дереве)		χɐnne χukumɨra tʼur waʔara	ха̂нне хукумыра тӀур ваъара	Весной на деревьях появляются почки	pimple	прыщ		tʼurɞji uː darman ʁaˤwɨˤχa waʔ ; irín ad tʼur	тӀуро̂йи уу дарман гъаӀвыӀха ваъ ; ири́н ад тӀур	На прыщ лекарство намажь ; Прыщ с гноем														13.0	8	2023.0					Лейла														
195	verb										1.0	NB		v176			тӀуьбджур	tʼǘbӡ̌ur	tʼübӡ̌ur	PV-suck		suck	сосать		χɨnχɨra tʼüwrüǯera nekʔad butɨlkʼa ; jüšera tʼürǘǯera tʼili	хынхыра тӀуьвруьджера некъад бутылкӀа ; йуьшера тӀуьру́ьджера тӀили	Ребёнок сосал молоко из бутылки ; Девочка сосёт палец																																	tʼǘbӡ̌ur	tʼüwrüӡ̌era ~ tʼüwürӡ̌era	tʼǘbǯes	tʼǘbǯe	tʼümáwričʼ	-			
535	noun										1.0	NB		n530	3	tʼɨbɨ́rdɨ	тӀыб	tʼɨb	tʼɨb	owl		owl	сова		tʼɨbaši ilera qʼuler	тӀыбаши илера кьулер	Совы охотятся на мышей																			KF											185											
536	noun										1.0	NB		n531	3	tʼɨlɨlɨnkʼad	тӀылынкӀ	tʼɨlɨ́nkʼ	tʼɨlɨnkʼ	thimble		thimble	наперсток		tʼɨlinkʼ lawɨr qaʔara izdɨ gɨwaʔambɨr	тӀылинкӀ лавыр хъаъара изды гываъамбыр	Я надела напёрсток и зашила свои носки																			KF											521											
537	noun										1.0	NB		n532	4	tʼɨmlád	тӀымыл	tʼɨmɨ́l	tʼɨmɨl	grape		grape	виноград		bala jamiši tʼɨbɨl hɨʔɨra čaχɨr	бала йамиши тӀыбыл гьыъыра чахыр	Из винограда делают вино																			KF											480											
538	noun										1.0	NB	для коров	n533	3	tʼɨnád	тӀын	tʼɨn	tʼɨn	trough		trough for cows	корыто для коров		tʼɨna uqʼ ejira	тӀына укь эйира	Мы положили сено в корыто																			KF											720											
539	noun										1.0	NB		n534	3	ublíd	убул	ubúl	ubul	wolf		wolf	волк		ublira čaba liʔira	ублира чаба лиъира	Волк съел овцу																			KF											203											
174	complex verb	qawásɨr	v116	PV-listen	ubɨ́r ~ ubúr	n535	ear				1.0	TM		cv186			убур хъасыр (4)		ubur qasɨr (4)	ear PV-listen		listen in, overhear	подслушивать	erg, sub-ess	qʼʷaˤr edemi dalgaga, zad rigiχda ubur qasɨraj ; wad zaχda ubur qasɨraj	кьваӀр едеми далгага, зад ригихда убур хъасырай ; вад захда убур хъасырай	Когда двое разговаривали, я под дверью подслушивала ; Ты нас подслушиваешь	obey, listen to	слушаться	erg, sub-ess	rɨšera ninɨχda ubur qarasara ; duχara didɨχda ubur qasara	рышера ниныхда убур хъарасара ; духара дидыхда убур хъасара	Девочка маму слушается ; Сын отца слушается													TM	15.0	8	2023.0					Nazile														ubúr qasɨr (4)
196	verb										1.0	NB		v178			убхур	úbχur	ubχur	PV-slam	Связанный корень с неясным значением (ср. мух. «китаб удхури» ‘книга закрылась’).	slam?	захлопываться (закрываться со звуком)?																																					úbχur	úwurχara	úbχas	úbχa	umáwɨrχ ~ umáwruχ ~ umówruχ ~ umórwuχ	utχur / utχur			
540	noun										1.0	NB		n535	4	ubrɨ́d ~ ubrúd	убыр ~ убур	ubɨ́r ~ ubúr	ubɨr ~ ubur	ear		ear	ухо		zirɨra ubra a waʔara	зирыра убра а ваъара	Корова кричала ему в ухо																			KF											291											
104	adjective										1.0	TM		a101			ужузды	užúzdɨ	užuzdɨ	cheap		cheap	дешёвый		ixʲdɨ muˤɢa χuˤr uǯuz wiʔi	ихьʼды муӀкъа хуӀр уджуз виъи	У нас в селе мука дешевая																			TM	15.0	8.0	2023.0					Nazile												užuz	užuzana	
541	noun										1.0	NB		n536	4	úqʼud	укьв	uqʼʷ	uqʼʷ	grass		grass	трава		me uqʼmɨkla idːɨ čej haʔara	ме укьмыкла идːы чей гьаъара	Из этой травы можно сделать вкусный чай	weed	сорняк		jezɨd kardik uqʼ lidqʼɨra	йезыд кардик укь лидкьыра	Где я сажала, сорняк выскочил													KF											639											
175	complex verb	séwir	v157	DOWN-let	uqʼʷ	n536	grass				1.0	TM		cv193			укьв сейир		uqʼʷ sejir	grass DOWN-let		mow (grass)	косить (сено)	erg	zad balad uqʼ sejiraj	зад балад укь сейирай	Я много сена накосил	feed (cattle)	кормить сеном (скотину)	erg, dat	ziris uqʼ sejir	зирис укь сейир	Корове сена дали													TM	11.0	8	2023.0					Nurula														uqʼʷ sejir
542	noun										1.0	NB		n537	3	ulíd	ул	ul	ul	eye		eye	глаз		zɨ wɨdɨ ulabɨrma gʲarɨrkara	зы выды улабырма гʼарыркара	Я смотрю тебе в глаза																			KF											288											
543	noun										1.0	AA		n538	3	umajed	ума	úma	uma	buttock		buttock	ягодицы		izdɨ uma weddaga zad χɨl hɨwɨraj	изды ума веддага зад хыл гьывырай	Когда ягодицы болели, я массажировала																			KF	15.0	8	2023.0					Эльмира														
176	complex verb	wišír	v202	become	ummud		ummud				1.0	TM		cv188			уммуд вишир		ummud wišir	ummud become		feel bad because of the smell of food (while being hungry)	чувствовать себя плохо от запаха еды (будучи голодным)	dat	naqʼa wad xuwbɨr haʔaga, zas ummud wišir	накьа вад хьувбыр гьаъага, зас уммуд вишир	Ты когда вчера пекла хлеб, у меня зубы и челюсть болели (= слюнки текли от запаха, плохо становится в это время)																			TM	13.0	8	2023.0					Nazile														ummúd wišir
177	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	ummud		ummud				1.0	TM		cv189			уммуд выъыр		ummud wɨʔɨr	ummud do		hope	надеяться	erg, sent	zad ummud wɨʔɨraj wɨ zaχda ruʔud xur, wɨ jirqʼɨrdiš	зад уммуд выъырай вы захда руъуд хьур, вы йиркьырдиш	Я думала, что ты ко мне придешь, а ты не пришел																			TM	13.0	8	2023.0					Nazile														ummúd wɨʔɨr
544	noun										1.0	NB		n539	4	undíd	ун	un	un	sound		sound	звук		izdɨ ubra umbɨr maʔ	изды убра умбыр маъ	Не звучи мне в ухо																			KF																						
178	complex verb	wišír	v202	become	un	n539	sound				1.0	TM		cv190			ун гьишир (4)		un hišir (4)	sound become		hear	слышать	dat	hanow ses hɨʔɨjne, zas un hiširaj	гьанов сес гьыъыйне, зас ун гьиширай	Когда он кричал, я его слышал																			TM	11.0	8	2023.0					Nurula														un hišir (4)
179	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	un	n539	sound				1.0	TM		cv191			ун гьыъыр (4)		un hɨʔɨr (4)	sound do		call for, call out	звать (кого-либо)	erg, post-ess	zad waχda un hɨʔɨraj, wɨ jirqʼɨrdiš	зад вахда ун гьыъырай, вы йиркьырдиш	Я тебя звал, ты не пришел																			TM	11.0	8	2023.0					Nurula														un hɨʔɨr (4)
180	complex verb	kʲawɨr		SURF-do	un	n539	sound					TM		cv192			ун кʼавыр		un kʲawɨr	sound SURF-do		crow (of a rooster)	кукарекать	erg	dadalera jakʷas un kʲaʔara	дадалера йаквас ун кʼаъара	Петухи утром поют																			TM	11.0	8	2023.0					Nurula														un kʲawɨr
545	noun										1.0	NB		n540	3	úrgud	ург	urg	urg	young_ram		young ram (1-3 years old)	барашек (1-3 года)		me sürijek wešna ɢab urg ane wiʔi	ме суьрийек вешна къаб ург ане виъи	В моём стаде 120 барашков																			KF											155											
546	noun										1.0	NB		n541	1	urúsad	урус	urús	urus	russian		russian	русский		urus jirqʼɨr χaˤr waʔas ɢinabišdɨ čʼel	урус йиркьыр хаӀр ваъас къинабишды чӀел	Русские приехали учить кининский язык																			KF																						
547	noun										1.0	NB		n542	4	úsud ~ úsɨd	ус	ús	us	log		log	бревно		hanɨwdɨ χal hɨʔɨra usukla ; ɢowud us	гьанывды хал гьыъыра усукла ; къовуд ус	Его дом был сделан из брёвен ; Балка	firewood	дрова		hanɨw usbɨr datχɨra	гьаныв усбыр датхыра	Он нарубил дров													KF																						
548	noun										1.0	NB		n543	3	ustʼúlad	устӀул	ustʼúl	ustʼul	chair		chair	стул		rɨš ʁejlabɨr mukan rurqara ustʼula	рыш гъейлабыр мукан рурхъара устӀула	Дочь болтала ногами на стуле																			KF											583											
181	complex verb	wišír	v202	become	utaːmiš		utaːmiš				1.0	TM		cv194			утаамиш вишир		utaːmiš wišir	utaːmiš become		feel ashamed	стыдиться	abs, sup-el	χɨnχɨra pʼapʼrɨs reʔera ʁagur didɨs, χɨnɨχ utaːmiš hišir didɨla	хынхыра пӀапӀрыс реъера гъагур дидыс, хыных утаамиш гьишир дидыла	Когда отец увидел мальчика курящим, мальчик устыдился отца																			TM	8.0	8	2023.0					Nazile														utáːmiš wišir
182	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	utaːmiš		utaːmiš				1.0	TM		cv195			утаамиш выъыр		utaːmiš wɨʔɨr	utaːmiš do		make ashamed	стыдить	erg, abs	za had xɨdɨldɨ utaːmiš harɨr, izdɨ rišed badana	за гьад хьыдылды утаамиш гьарыр, изды ришед бадана	Я эту женщину стыдила из-за моей дочери (ее обидели)																			TM	8.0	8	2023.0					Nazile														utáːmiš wɨʔɨr
